ID,Platform,Title,Publisher,Developer,Year,Region,Edition,Language,Copies,Genres,Description,Metacritic Score,Price Estimate,Cover URL,Source Images,Data Source
ps2_god_of_war_01,PlayStation 2,God of War,Sony Computer Entertainment,SCE Santa Monica Studio,2005,,Standard,English,1,Action,"Unleash the power of the Gods and embark on a merciless quest as Kratos, an ex-Spartan warrior driven to destroy Ares, the God of War. Armed with lethal double chainblades, Kratos must carve through m...",94,N/A,https://media.rawg.io/media/games/1aa/1aa4ca34a8a6bb57a2e065c8332dc230.jpg,20251009_012330.jpg,RAWG API
ps2_god_of_war_ii_01,PlayStation 2,God of War II,"Sony Computer Entertainment, ak tronic Software & Services",SCE Studios Santa Monica,2007,,Standard,English,1,Action,"The second installment in the God of War franchise and exclusive for the Sony PlayStation 2 console. The game uses basics from the hack-and-slash genre, like its predecessor, and was developed by Sant...",93,N/A,https://media.rawg.io/media/games/615/615e9fc0a325e0d87b84dad029b8b7b9.jpg,20251009_012341.jpg,RAWG API
xbox_halo_combat_evolved_01,Xbox,Halo: Combat Evolved,Microsoft Game Studios,Bungie,2001,,Standard,English,1,"First-Person Shooter, Sci-Fi, Action","Halo: Combat Evolved - Revolutionary FPS defining Xbox. Master Chief vs Covenant on Halo ring. Regenerating shields, two-weapon limit, vehicle combat. 6.43 million copies sold.",97,$10-20 USD used,https://upload.wikimedia.org/wikipedia/en/8/80/Halo_-_Combat_Evolved_%28XBox_version_-_box_art%29.jpg,20251009_012401.jpg,Web Search
xbox360_gears_of_war_01,Xbox 360,Gears of War,Microsoft Game Studios,Epic Games,2006,,Standard,English,1,"Third-Person Shooter, Action, Horror","Gears of War - Third-person shooter with cover mechanics and chainsaw bayonet. Marcus Fenix vs Locust Horde. Co-op campaign, competitive multiplayer. Over 6 million copies sold.",94,$10-20 USD used,https://upload.wikimedia.org/wikipedia/en/8/83/GearsofWar.jpg,20251009_012411.jpg,Web Search
xbox360_mass_effect_01,Xbox 360,Mass Effect,Microsoft Game Studios,BioWare,2007,,Standard,English,1,"Action RPG, Sci-Fi, Shooter","Mass Effect - Space opera RPG by BioWare. Commander Shepard vs Reapers. Choice-driven story, squad combat, rich lore. First in trilogy, over 1.6 million sold in 3 weeks.",91,$10-20 USD used,https://upload.wikimedia.org/wikipedia/en/7/79/Mass_Effect_%282007%29_Game_Cover.jpg,20251009_012425.jpg,Web Search
ps3_uncharted_drakes_fortune_01,PlayStation 3,Uncharted: Drake's Fortune,Sony Computer Entertainment,Naughty Dog,2007,,Standard,English,1,"Action, Shooter","The game that started the popular Uncharted series. It is all about a treasure hunt in the jungle and ancient ruins and thus somewhat similar in mood and aesthetics to the Tomb Raider series, albeit w...",88,N/A,https://media.rawg.io/media/games/f2e/f2e6dcf9c27d99ba2551f1094ad41756.jpg,20251009_012433.jpg,RAWG API
ps3_uncharted_2_among_thieves_01,PlayStation 3,Uncharted 2: Among Thieves,Sony Computer Entertainment,Naughty Dog,2009,,Standard,English,1,"Action, Shooter","In Uncharted 2, as in the other Uncharted games, the hero is the adventurer and hidden treasure seeker Nathan Drake. Riddles are no less important part of the gameplay than fights, chases and travels ...",96,N/A,https://media.rawg.io/media/games/74b/74b239f6ef0216a2f66e652d54abb2e6.jpg,20251009_012438.jpg,RAWG API
ps3_the_last_of_us_01,PlayStation 3,The Last of Us,Sony Computer Entertainment,Naughty Dog,2013,,Standard,English,1,"Action, Adventure","The population of the Earth almost disappeared as a result of a pandemic caused by a mutated fungus. The disease causes irreversible changes in the human body, a person loses his mind and behaves aggr...",95,N/A,https://media.rawg.io/media/games/a5a/a5a7fb8d9cb8063a8b42ee002b410db6.jpg,20251009_012444.jpg,RAWG API
ps4_horizon_zero_dawn_01,PlayStation 4,Horizon Zero Dawn,Sony Computer Entertainment,Guerrilla Games,2017,,Standard,English,1,"Action, RPG","Horizon Zero Dawn is an experiment. A very impressive experiment that actually succeeded. 
Having a very curious mix of cyberpunk and prehistorical styles and esthetic, the game provides us with quit...",89,N/A,https://media.rawg.io/media/games/b7d/b7d3f1715fa8381a4e780173a197a615.jpg,20251009_012501.jpg,RAWG API
ps4_god_of_war_2018_01,PlayStation 4,God of War,Sony Interactive Entertainment,Santa Monica Studio,2018,,Standard,English,1,"Action, Adventure, Mythology","God of War (2018) - Soft reboot in Norse mythology. Kratos and son Atreus. Single-take camera, Leviathan Axe combat. GOTY winner, 97 Metacritic, over 23 million copies.",94,$20-35 USD used,https://upload.wikimedia.org/wikipedia/en/a/a7/God_of_War_4_cover.jpg,20251009_012505.jpg,Web Search
ps4_spider_man_01,PlayStation 4,Marvel's Spider-Man,Sony Interactive Entertainment,Insomniac Games,2018,,Standard,English,1,"Action, Adventure, Superhero","Marvel's Spider-Man - Open-world Manhattan swinging. Original story with classic villains. Fluid combat, photo mode. Over 33 million copies sold, 87 Metacritic.",87,$20-35 USD used,https://upload.wikimedia.org/wikipedia/en/e/e1/Spider-Man_PS4_cover.jpg,20251009_012510.jpg,Web Search
ps4_bloodborne_01,PlayStation 4,Bloodborne,"Sony Computer Entertainment, Sony Interactive Entertainment",FromSoftware,2015,,Standard,English,1,"Action, RPG","Bloodborne is an action-RPG and another member of souls-like title series. The game has no predecessors or successors, making it the only entry with one add-on: “The Old Hunters.” The Bloodborne unive...",92,N/A,https://media.rawg.io/media/games/214/214b29aeff13a0ae6a70fc4426e85991.jpg,20251009_012517.jpg,RAWG API
ps4_persona_5_01,PlayStation 4,Persona 5,"Deep Silver, Buka Entertainment",Atlus,2016,,Standard,English,1,"Action, Adventure, RPG","Persona series is a part of Japanese franchise Megami Tensei and is famous for its anime-like visual style. Persona 5 follows the unnamed main character, a high school student who was falsely accused ...",93,N/A,https://media.rawg.io/media/games/3ea/3ea0e57ede873970c0f1130e30d88749.jpg,20251009_012524.jpg,RAWG API
ps4_nier_automata_01,PlayStation 4,NieR: Automata,Square Enix,"Platinum Games, 8-4",2017,,Standard,English,1,"Action, RPG","NieR: Automata is an action RPG, a sequel to Nier and a spin-off to the Drakenguard series. The story is set in the middle of the war between humans and machines where you take on the role of an andro...",86,N/A,https://media.rawg.io/media/games/5a4/5a44112251d70a25291cc33757220fce.jpg,20251009_012531.jpg,RAWG API
ps4_final_fantasy_xv_01,PlayStation 4,Final Fantasy XV,Square Enix,Square Enix,2016,,Standard,English,1,RPG,"Final Fantasy XV is an action RPG developed by Square Enix and is not connected to the previous installments of the series. The story takes place in a world of Eos. Noctis Lucis Caelum, the heir of th...",82,N/A,https://media.rawg.io/media/games/2ee/2eeed8524931b4fae1e4a40d0e5443b5.jpg,20251009_012538.jpg,RAWG API
xboxone_halo_5_guardians_01,Xbox One,Halo 5: Guardians,Microsoft Studios,343 Industries,2015,,Standard,English,1,"First-Person Shooter, Sci-Fi, Action","Halo 5: Guardians - Master Chief and Spartan Locke dual campaign. Enhanced mobility, Warzone mode, Arena multiplayer. 84 Metacritic, over 5 million copies sold.",84,$10-20 USD used,https://upload.wikimedia.org/wikipedia/en/1/1e/Halo_5_Guardians_boxart.jpg,20251009_012606.jpg,Web Search
ps4_death_stranding_01,PlayStation 4,Death Stranding,"Sony Interactive Entertainment, 505 Games",Kojima Productions,2019,,Standard,English,1,"Action, Adventure","Sam Bridges must brave a world utterly transformed by the Death Stranding. Carrying the stranded remnants of the future in his hands, Sam embarks on a journey to reunite the shattered world one step a...",84,N/A,https://media.rawg.io/media/games/2ad/2ad87a4a69b1104f02435c14c5196095.jpg,20251009_012617.jpg,RAWG API
ps4_resident_evil_2_remake_01,PlayStation 4,Resident Evil 2,Capcom,Capcom,2019,,Remake,English,1,"Action, Shooter, Adventure",Resident Evil 2 is the remake of the 1998 game of the same name. ###Plot The plot of the remake is identical to that of the original game. The story follows the survivors of a zombie virus outbreak in...,91,N/A,https://media.rawg.io/media/games/053/053fc543bf488349610f1ae2d0c1b51b.jpg,20251009_012622.jpg,RAWG API
ps4_sekiro_shadows_die_twice_01,PlayStation 4,Sekiro: Shadows Die Twice,"Activison, FromSoftware",FromSoftware,2019,,Standard,English,1,"Action, RPG","Sekiro: Shadows Die Twice is a game about a ninja (or shinobi, as they call it), who is seeking revenge in the Sengoku era Japan. ###Plot The game is set in the 16th century in a fictionalized version...",90,N/A,https://media.rawg.io/media/games/67f/67f62d1f062a6164f57575e0604ee9f6.jpg,20251009_012626.jpg,RAWG API
psvita_persona_4_golden_01,PlayStation Vita,Persona 4 Golden,Atlus,Atlus,2012,,Standard,English,1,"JRPG, Social Simulation, Turn-Based","Persona 4 Golden - Enhanced PS2 classic. Murder mystery in rural Japan. Social links, dungeon crawling, Persona fusion. 93 Metacritic, best-selling Vita game, over 1.5 million.",93,$25-40 USD used,https://upload.wikimedia.org/wikipedia/en/1/11/Persona_4_Golden_cover_art.jpg,20251009_012737.jpg,Web Search
psp_crisis_core_final_fantasy_vii_01,PlayStation Portable,Crisis Core: Final Fantasy VII,Square Enix,Square Enix,2007,,Standard,English,1,"Action RPG, JRPG, Adventure","Crisis Core: Final Fantasy VII - Prequel starring Zack Fair. Real-time combat, DMW system. Explores Cloud's past, emotional ending. Over 3.1 million copies sold.",83,$20-40 USD used,https://upload.wikimedia.org/wikipedia/en/8/8a/Crisis_Core_Final_Fantasy_VII_Coverart.png,20251009_012748.jpg,Web Search
psp_metal_gear_solid_peace_walker_01,PlayStation Portable,Metal Gear Solid: Peace Walker,Konami,Kojima Productions,2010,,Standard,English,1,"Stealth, Action, Tactical","Metal Gear Solid: Peace Walker - Big Boss in Costa Rica 1974. Co-op missions, base building, monster hunter collaboration. Bridge between MGS3 and MGSV.",89,$20-35 USD used,https://upload.wikimedia.org/wikipedia/en/3/35/Metal_Gear_Solid_Peace_Walker_Cover.jpg,20251009_012751.jpg,Web Search
psp_god_of_war_chains_of_olympus_01,PlayStation Portable,God of War: Chains of Olympus,Sony Computer Entertainment,Ready at Dawn,2008,,Standard,English,1,"Action, Hack and Slash, Mythology",God of War: Chains of Olympus - Prequel to original trilogy. Kratos in Underworld and Elysium. Console-quality experience on handheld. 91 Metacritic.,91,$15-30 USD used,https://upload.wikimedia.org/wikipedia/en/9/92/God_of_War_-_Chains_of_Olympus_Coverart.png,20251009_012756.jpg,Web Search
ps5_demons_souls_01,PlayStation 5,Demon's Souls,Sony Interactive Entertainment,"Bluepoint Games, Japan Studio",2020,,Remake,English,1,"Action, RPG","From PlayStation Studios and Bluepoint Games comes a remake of the PlayStation classic, Demon’s Souls. Entirely rebuilt from the ground up and masterfully enhanced, this remake introduces the horrors ...",92,N/A,https://media.rawg.io/media/games/cc4/cc4a56d9e4c2a230293e335000469453.jpg,20251009_012911.jpg,RAWG API
ps5_returnal_01,PlayStation 5,Returnal,"Sony Interactive Entertainment, PlayStation PC","Housemarque, Climax Studios",2021,,Standard,English,1,"Action, Shooter",Returnal combines side-scrolling action with roguelike gameplay into a third-person shooter where players fight to survive a hostile planet that changes with every death. Players can switch instinctiv...,86,N/A,https://media.rawg.io/media/games/673/673f27be4c5dbf37ce3ed0ed5ddf9d8d.jpg,20251009_012916.jpg,RAWG API
ps5_ratchet_and_clank_rift_apart_01,PlayStation 5,Ratchet & Clank: Rift Apart,"Sony Interactive Entertainment, PlayStation PC","Insomniac Games, Nixxes software",2021,,Standard,English,1,"Action, Adventure","BLAST YOUR WAY THROUGH AN INTERDIMENSIONAL ADVENTURE
The intergalactic adventurers are back with a bang. Help them stop a robotic emperor intent on conquering cross-dimensional worlds, with their own ...",88,N/A,https://media.rawg.io/media/games/ccf/ccfd3fd488a8ed61145a3da96c080131.jpg,20251009_012923.jpg,RAWG API
ps5_spider_man_miles_morales_01,PlayStation 5,Marvel's Spider-Man: Miles Morales,Sony Interactive Entertainment,Insomniac Games,2020,,Standard,English,1,"Action, Adventure, Superhero","Marvel's Spider-Man: Miles Morales - PS5 launch title. Miles' bio-electric powers, Harlem setting. Ray tracing, fast loading. 85 Metacritic, over 10 million sold.",85,$35-50 USD used,https://upload.wikimedia.org/wikipedia/en/e/e4/Spider-Man_Miles_Morales_cover.jpg,20251009_012934.jpg,Web Search
ps5_horizon_forbidden_west_01,PlayStation 5,Horizon Forbidden West,"Sony Computer Entertainment, Sony Interactive Entertainment",Guerrilla Games,2022,,Standard,English,1,"Action, Adventure, RPG","Explore distant lands, fight bigger and more awe-inspiring machines, and encounter astonishing new tribes as you return to the far-future, post-apocalyptic world of Horizon.

The land is dying. Vici...",86,N/A,https://media.rawg.io/media/games/bf7/bf73b105ccbba42107986bbcd96fcada.jpg,20251009_012957.jpg,RAWG API
ps5_gran_turismo_7_01,PlayStation 5,Gran Turismo 7,Sony Interactive Entertainment,Polyphony Digital,2022,,Standard,English,1,Racing,"Gran Turismo™ 7 builds on 22 years of experience to bring you the best features from the history of the franchise

Whether you’re a competitive racer, collector, fine-tuning builder, livery designer, ...",84,N/A,https://media.rawg.io/media/games/3f6/3f6a04b856f23310d3c2f5be8c5963f7.jpg,20251009_013003.jpg,RAWG API
ps3_zone_of_the_enders_hd_01,PlayStation 3,Zone of the Enders HD Collection,Konami,"High Voltage Software, Kojima Productions",2012,,HD Collection,English,1,"Mech Combat, Action, Sci-Fi","Zone of the Enders HD Collection - Remastered mech action games. ZOE and The 2nd Runner in HD. Fast-paced aerial combat, anime aesthetics. Hideo Kojima production.",70,$20-35 USD used,https://upload.wikimedia.org/wikipedia/en/a/a3/Zone_of_the_Enders_HD_Collection.jpg,"20251009_013053.jpg, 20251009_013055.jpg",Web Search
ps5_call_of_duty_vanguard_01,PlayStation 5,Call of Duty: Vanguard,Activision,Sledgehammer Games,2021,,Standard,English,1,"First-Person Shooter, War, Action","Call of Duty: Vanguard - WWII setting with four theaters. Champions mode multiplayer, Zombies. Cross-play, 60+ weapons.",73,$30-45 USD used,https://upload.wikimedia.org/wikipedia/en/f/f4/Call_of_Duty_Vanguard_cover.jpg,20251009_013148.jpg,Web Search
ps5_call_of_duty_modern_warfare_ii_01,PlayStation 5,Call of Duty: Modern Warfare II,Activision,Infinity Ward,2022,,Standard,English,1,"First-Person Shooter, Military, Action","Call of Duty: Modern Warfare II (2022) - Sequel/reboot continuation. Task Force 141 returns. Enhanced graphics, Warzone 2.0 integration. 75 Metacritic.",75,$40-60 USD used,https://upload.wikimedia.org/wikipedia/en/6/64/Call_of_Duty_Modern_Warfare_II_Key_Art.jpg,20251009_013154.jpg,Web Search
ps5_devil_may_cry_5_special_edition_01,PlayStation 5,Devil May Cry 5 Special Edition,Capcom,Capcom,2020,,Special Edition,English,1,"Hack and Slash, Action, Stylish Action","Devil May Cry 5 Special Edition - Enhanced with Vergil playable, ray tracing, turbo mode. Stylish demon slaying, SSS combos. 88 Metacritic original.",88,$25-40 USD used,https://upload.wikimedia.org/wikipedia/en/4/4c/Devil_May_Cry_5_Special_Edition_cover.jpg,20251009_013158.jpg,Web Search
ps5_marvel_guardians_01,PlayStation 5,Marvel's Guardians of the Galaxy,Square Enix,Eidos-Montréal,2021,,Standard,English,1,"Action, Adventure, Third-Person Shooter","Marvel's Guardians of the Galaxy - Single-player story-driven adventure. Play as Star-Lord, command squad. Choices matter, 80s soundtrack. 80 Metacritic.",80,$25-40 USD used,https://upload.wikimedia.org/wikipedia/en/6/68/Guardians_of_the_Galaxy_Game_Cover.jpg,20251009_013207.jpg,Web Search
ps5_cod_of_war_ragnarok_01,PlayStation 5,God of War Ragnarok,"Sony Interactive Entertainment, PlayStation PC",SCE Santa Monica Studio,2022,,Standard,English,1,Action,"Kratos and Atreus must journey to each of the Nine Realms in search of answers as they prepare for the prophesied battle that will end the world. Together, Kratos and Atreus venture deep into the Nine...",N/A,N/A,https://media.rawg.io/media/games/1c3/1c305096502c475c00276c827f0fd697.jpg,20251009_013238.jpg,RAWG API
ps5_the_callisto_protocol_01,PlayStation 5,The Callisto Protocol,Krafton,Striking Distance Studios,2022,,Standard,English,1,"Survival Horror, Action, Sci-Fi","The Callisto Protocol - Survival horror on Jupiter's moon. From Dead Space creator. Brutal melee combat, tentacle monsters. 75 Metacritic.",75,$25-40 USD used,https://upload.wikimedia.org/wikipedia/en/3/31/The_Callisto_Protocol_cover.jpg,20251009_013239.jpg,Web Search
ps5_final_fantasy_vii_rebirth_01,PlayStation 5,Final Fantasy VII Rebirth,Square Enix,Square Enix,2024,,Standard,English,1,"Action, Adventure, RPG","The Unknown Journey Continues...

After escaping from the dystopian city of Midgar, Cloud and his friends set out on a journey across the planet. New adventures await in a vibrant and vast world – spr...",N/A,N/A,https://media.rawg.io/media/games/511/511995d5dfcf18965dbb354d2ba9e176.jpg,20251009_013247.jpg,RAWG API
ps5_dead_space_01,PlayStation 5,Dead Space,Electronic Arts,Motive Studio,2023,,Remake,English,1,"Survival Horror, Third-Person Shooter, Sci-Fi","Dead Space (2023) - Remake of 2008 classic. Isaac Clarke on USG Ishimura. Enhanced graphics, strategic dismemberment. 89 Metacritic, terrifying atmosphere.",89,$40-60 USD used,https://upload.wikimedia.org/wikipedia/en/9/9f/Dead_Space_%282023_video_game%29.jpg,20251009_013252.jpg,Web Search
ps5_final_fantasy_xvi_01,PlayStation 5,Final Fantasy XVI,Square Enix,Square Enix,2023,,Standard,English,1,"Action, RPG","An epic dark fantasy world where the fate of the land is decided by the mighty Eikons and the Dominants who wield them.
This is the tale of Clive Rosfield, a warrior granted the title “First Shield of...",88,N/A,https://media.rawg.io/media/games/22e/22e68bb62b3013283972cecf98ed51dc.jpg,20251009_013257.jpg,RAWG API
ps5_metaphor_refantazio_01,PlayStation 5,Metaphor: ReFantazio,"SEGA, Atlus","Atlus, Studio Zero",2024,,Standard,English,1,"Action, Adventure, RPG","""Write your destiny and rise above fear as you step into a fantasy world unlike anything you’ve seen before. Fraught with unsettling mystery, the kingdom stands on a precipice. Now, you must embark on...",N/A,N/A,https://media.rawg.io/media/games/2cd/2cd2467a32aaaed0bdeb192c2831cfe0.jpg,20251009_013407.jpg,RAWG API
ps5_gotham_knights_01,PlayStation 5,Gotham Knights,Warner Bros. Games,WB Games Montréal,2022,,Standard,English,1,"Action RPG, Superhero, Open World","Gotham Knights - Post-Batman Gotham. Play as Robin, Batgirl, Nightwing, Red Hood. Co-op gameplay, Court of Owls storyline. 67 Metacritic.",67,$25-40 USD used,https://upload.wikimedia.org/wikipedia/en/8/8c/Gotham_Knights_cover_art.png,20251009_013413.jpg,Web Search
ps5_dragon_ball_sparking_zero_01,PlayStation 5,Dragon Ball: Sparking! ZERO,Bandai Namco Entertainment,Spike Chunsoft,2024,,Standard,English,1,"Fighting, Arena Fighter, Anime","Dragon Ball: Sparking! ZERO - Revival of Budokai Tenkaichi series. 3D arena fighter, 164+ characters. Destructible environments, beam clashes. 81 Metacritic.",81,$50-70 USD (recent release),https://upload.wikimedia.org/wikipedia/en/d/d2/Dragon_Ball_Sparking_Zero_cover_art.jpg,20251009_013418.jpg,Web Search
ps5_silent_hill_2_01,PlayStation 5,Silent Hill 2,Konami,Bloober Team,2024,,Remake,English,1,"Action, Adventure","Having received a letter from his deceased wife,
James heads to where they shared so many memories,
in the hope of seeing her one more time: Silent Hill.
There, by the lake, he finds a woman eerily si...",N/A,N/A,https://media.rawg.io/media/games/09b/09b41c1a2c5761c5b1772a4ae238bb0e.jpg,20251009_013422.jpg,RAWG API
ps5_helldivers_ii_01,PlayStation 5,Helldivers II,Sony Interactive Entertainment,Arrowhead Game Studios,2024,,Standard,English,1,"Third-Person Shooter, Co-op, Sci-Fi","Helldivers II - Co-op shooter defending Super Earth. 4-player squads, friendly fire, stratagems. Massive success with 12 million copies sold. 82 Metacritic.",82,$40-60 USD (recent release),https://upload.wikimedia.org/wikipedia/en/0/05/Helldivers_2_cover_art.png,20251009_013422.jpg,Web Search
ps5_black_myth_wukong_01,PlayStation 5,Black Myth: Wukong,Game Science,Game Science,2024,,Standard,English,1,"Action, Adventure, RPG","A world unseen, where new sights rise with every stride. Enter a fascinating realm filled with the wonders and discoveries of ancient Chinese mythology! As the Destined One, you shall venture through ...",N/A,N/A,https://media.rawg.io/media/games/779/77988e89f7862afeede524420aa251b0.jpg,20251009_013422.jpg,RAWG API
ps5_hogwarts_legacy_01,PlayStation 5,Hogwarts Legacy,Warner Bros. Games,Avalanche Software,2023,,Standard,English,1,"Action RPG, Open World, Magic","Hogwarts Legacy - Open-world Harry Potter RPG set in 1890s. Student with ancient magic ability. Explore Hogwarts, learn spells. 84 Metacritic, over 30 million sold.",84,$40-60 USD used,https://upload.wikimedia.org/wikipedia/en/f/f4/Hogwarts_Legacy_cover.jpg,20251009_013422.jpg,Web Search
ps5_astrobot_01,PlayStation 5,Astro Bot,Sony Interactive Entertainment,Team Asobi,2024,,Standard,English,1,"Platform, Action, 3D","Astro Bot - Full 3D platformer sequel to Astro's Playroom. PlayStation celebration with 150+ cameos. DualSense features, creative levels. 94 Metacritic, GOTY contender.",94,$50-70 USD (recent release),https://upload.wikimedia.org/wikipedia/en/3/3c/Astro_Bot_%282024_video_game%29.png,20251009_013422.jpg,Web Search
ps5_armored_core_vi_fires_of_rubicon_01,PlayStation 5,Armored Core VI: Fires of Rubicon,Bandai Namco Entertainment,FromSoftware,2023,,Standard,English,1,"Mech Combat, Action, Third-Person Shooter","Armored Core VI: Fires of Rubicon - FromSoftware's mech series returns. Deep customization, fast combat. Planet Rubicon setting. 86 Metacritic, over 2.8 million sold.",86,$40-60 USD used,https://upload.wikimedia.org/wikipedia/en/b/bc/Armored_Core_VI_Fires_of_Rubicon_cover_art.png,20251009_013422.jpg,Web Search
ps4_red_dead_redemption_ii_01,PlayStation 4,Red Dead Redemption II,Rockstar Games,Rockstar Games,2018,,Standard,English,1,Action,"America, 1899. The end of the wild west era has begun as lawmen hunt down the last remaining outlaw gangs. Those who will not surrender or succumb are killed. 

After a robbery goes badly wrong in t...",96,N/A,https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg,20251009_013426.jpg,RAWG API
ps4_kingdom_hearts_hd_28_final_chapter_prologue_01,PlayStation 4,Kingdom Hearts HD 2.8 Final Chapter Prologue,Square Enix,Square Enix,2017,,HD Collection,English,1,"Action RPG, Disney, JRPG","Kingdom Hearts HD 2.8 Final Chapter Prologue - Collection including Dream Drop Distance HD, fragmentary passage, and Back Cover movie. Bridge to Kingdom Hearts III.",75,$20-35 USD used,https://upload.wikimedia.org/wikipedia/en/6/65/Kingdom_Hearts_HD_2.8_Final_Chapter_Prologue_boxart.jpg,20251009_013426.jpg,Web Search
ps4_injustice_2_01,PlayStation 4,Injustice 2,Warner Bros. Interactive,NetherRealm Studios,2017,,Standard,English,1,"Fighting, Superhero, Action","Injustice 2 - DC Comics fighting game sequel. Story mode continuing Superman's regime. Gear system for customization. Multiverse mode, competitive scene.",87,$15-30 USD used,https://upload.wikimedia.org/wikipedia/en/e/e7/Injustice_2_Cover_Art.jpg,20251009_013426.jpg,Web Search
ps4_war_god_01,PlayStation 4,War God,Unknown,Unknown,Unknown,,Standard,English,1,"Action, Unknown",War God - Title needs verification. May be misidentified or regional variant. Requires further investigation for accurate metadata.,N/A,Unknown,https://example.com/placeholder-war-god.jpg,20251009_013426.jpg,Catalog Review
ps4_skarvh_mogro_01,PlayStation 4,Skarvh Mogro,Asteristic Game Studio,"Asteristic Game Studio, Anthony Septim",2014,,Standard,English,1,"Adventure, Casual, Indie, Puzzle, Platformer","Inspired by the horror game Yume Nikki, Dreaming Sarah is a surreal adventure platformer game with puzzle elements, an engaging environment, an incredibly diverse cast of characters, and of course, a ...",N/A,N/A,https://media.rawg.io/media/screenshots/865/865964417247f8fa694bf60c36e2818b.jpg,20251009_013426.jpg,RAWG API
ps4_konami_01,PlayStation 4,Konami Title,Koei Tecmo Games,"Koei Tecmo, KOEI TECMO America",2014,,Standard,English,1,"Action, RPG","""Toukiden: Kiwami"" is a hunting action game where players take on the role of a Slayer possessing unique abilities, and battle the Oni to save mankind from destruction. To defeat these huge Oni, playe...",78,N/A,https://media.rawg.io/media/screenshots/84f/84fe73fa5ab5b72a066d9e0d5530c3a5.jpg,20251009_013426.jpg,RAWG API
ps4_metal_gear_solid_v_01,PlayStation 4,Metal Gear Solid V,Konami,Kojima Productions,2015,,Standard,English,1,"Stealth, Action, Open World","Metal Gear Solid V: The Phantom Pain - Open-world stealth masterpiece. Big Boss in Afghanistan and Africa. Mission-based gameplay, Fulton system, FOB multiplayer. Hideo Kojima's swan song.",93,$15-30 USD used,https://upload.wikimedia.org/wikipedia/en/8/8f/Metal_Gear_Solid_V_The_Phantom_Pain_cover.png,20251009_013426.jpg,Web Search
ps4_final_fantasy_vii_remake_01,PlayStation 4,Final Fantasy VII Remake,Square Enix,Square Enix,2020,,Standard,English,1,"Action RPG, JRPG, Adventure","Final Fantasy VII Remake - Modern reimagining of PS1 classic. Real-time combat, expanded Midgar section. Stunning visuals, voice acting. First part of multi-game project. 87 Metacritic.",87,$25-40 USD used,https://upload.wikimedia.org/wikipedia/en/c/ce/FFVIIRemake.png,20251009_013426.jpg,Web Search
ps4_warriors_01,PlayStation 4,Warriors,N/A,KOEI TECMO America,2017,,Standard,English,1,Action,"A battle of heroes where everyone is the lead! The very first all-star title of Koei Tecmo! The rousing action essential to 'Warriors' series is powered up with new elements, such as open scenarios an...",70,N/A,https://media.rawg.io/media/screenshots/467/467372791c46b15fcbfb651732ac71c0.jpg,20251009_013426.jpg,RAWG API
ps4_the_last_guardian_01,PlayStation 4,The Last Guardian,Sony Interactive Entertainment,"Team Ico, Japan Studio",2016,,Standard,English,1,"Action, Adventure, Puzzle","The Last Guardian - Puzzle-platformer adventure. Boy and giant creature Trico bond. Emotional storytelling, environmental puzzles. From Ico/Shadow of the Colossus creator. 82 Metacritic.",82,$15-30 USD used,https://upload.wikimedia.org/wikipedia/en/3/3d/The_Last_Guardian_cover_art.png,20251009_013426.jpg,Web Search
ps5_gran_turismo_7_deluxe_edition_01,PlayStation 5,Gran Turismo 7 - 25th Anniversary Edition,Sony Interactive Entertainment,Polyphony Digital,2022,,Deluxe Edition,Spanish,1,"Racing, Simulation, Sports","Gran Turismo 7 - 25th Anniversary Edition. 420+ cars, 90+ tracks. Campaign mode returns, GT Café. Ray tracing, haptic feedback. 87 Metacritic.",87,$50-75 USD (Deluxe Edition),https://upload.wikimedia.org/wikipedia/en/c/cb/Gran_Turismo_7_cover_art.jpg,20251009_013554.jpg,Web Search
ps4_uncharted_4_01,PlayStation 4,Uncharted 4: A Thief's End,Sony Interactive Entertainment,Naughty Dog,2016,,Standard,English,1,"Action, Adventure, Third-Person Shooter","Uncharted 4: A Thief's End - Nathan Drake's final adventure. Stunning visuals, treasure hunting, set pieces. Madagascar, pirate lore. GOTY winner, 93 Metacritic, over 16 million sold.",93,$15-30 USD used,https://upload.wikimedia.org/wikipedia/en/4/4e/Uncharted_4_box_artwork.jpg,20251009_013554.jpg,Web Search
ps4_nier_automata_2_01,PlayStation 4,NieR:Automata,Square Enix,PlatinumGames,2017,,Standard,English,1,"Action RPG, Hack and Slash, Sci-Fi","NieR:Automata - Philosophical action RPG. Androids 2B and 9S vs machines. Multiple endings, genre-blending gameplay. Yoko Taro's masterpiece, 88 Metacritic, over 7.5 million sold.",88,$20-40 USD used,https://upload.wikimedia.org/wikipedia/en/4/4c/NieR_Automata_cover_art.jpg,20251009_013554.jpg,Web Search
ps4_dark_souls_iii_01,PlayStation 4,Dark Souls III,Bandai Namco Entertainment,FromSoftware,2016,,Standard,English,1,"Action RPG, Souls-like, Dark Fantasy","Dark Souls III - Challenging action RPG finale. Interconnected world, boss battles, weapon variety. Refined combat, faster pace. 89 Metacritic, over 10 million copies sold.",89,$15-30 USD used,https://upload.wikimedia.org/wikipedia/en/b/bb/Dark_souls_3_cover_art.jpg,20251009_013554.jpg,Web Search
